,fga,fg3a,fta,per,ts_pct,usg_pct,bpm,season,team,player,win_pct,votes_first,points_won,points_max,award_share,g,mp_per_g,pts_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,fg_pct,fg3_pct,ft_pct,ws,ws_per_48
632,18,1.2,5.3,25,0.57,29.1,3.9,2017-18,SAS,LaMarcus Aldridge,0.573170732,0,6,1010,0.006,75,33.5,23.1,8.5,2,0.6,1.2,0.51,0.293,0.837,10.9,0.209
633,15.6,3.4,7.2,23.7,0.59,24.9,5.8,2017-18,MIN,Jimmy Butler,0.573170732,0,5,1010,0.005,59,36.7,22.2,5.3,4.9,2,0.4,0.474,0.35,0.854,8.9,0.198
634,16.9,9.8,5.9,28.2,0.675,31,7.7,2017-18,GSW,Stephen Curry,0.707317073,0,5,1010,0.005,51,32,26.4,5.1,6.1,1.6,0.2,0.495,0.423,0.921,9.1,0.267
635,16.8,3.4,7.4,22.9,0.573,33.4,3.3,2017-18,PHI,Joel Embiid,0.634146341,0,4,1010,0.004,63,30.3,22.9,11,3.2,0.6,1.8,0.483,0.308,0.769,6.2,0.155
636,17.9,5.8,4.9,23.1,0.577,30.1,5.8,2017-18,IND,Victor Oladipo,0.585365854,0,2,1010,0.002,75,34,23.1,5.2,4.3,2.4,0.8,0.477,0.371,0.799,8.2,0.155
637,17.3,2.8,9.5,30.9,0.644,32.3,10.4,2018-19,MIL,Giannis Antetokounmpo,0.731707317,78,941,1010,0.932,72,32.8,27.7,12.5,5.9,1.3,1.5,0.578,0.256,0.729,14.4,0.292
638,24.5,13.2,11,30.6,0.616,40.5,11,2018-19,HOU,James Harden,0.646341463,23,776,1010,0.768,78,36.8,36.1,6.6,7.5,2,0.7,0.442,0.368,0.879,15.2,0.254
639,21,9.8,7,23.3,0.583,29.5,7.2,2018-19,OKC,Paul George,0.597560976,0,356,1010,0.352,77,36.9,28,8.2,4.1,2.2,0.4,0.438,0.386,0.839,11.9,0.201
640,15.1,3.4,4.4,26.3,0.589,27.4,9.1,2018-19,DEN,Nikola Jokić,0.658536585,0,212,1010,0.21,80,31.3,20.1,10.8,7.3,1.4,0.7,0.511,0.307,0.821,11.8,0.226
641,19.4,11.7,4.2,24.4,0.641,30.4,6.6,2018-19,GSW,Stephen Curry,0.695121951,0,175,1010,0.173,69,33.8,27.3,5.3,5.2,1.3,0.4,0.472,0.437,0.916,9.7,0.199
642,19.2,8,6.4,23.7,0.588,29.3,6.4,2018-19,POR,Damian Lillard,0.646341463,0,69,1010,0.068,80,35.5,25.8,4.6,6.9,1.1,0.4,0.444,0.369,0.912,12.1,0.205
643,18.7,4.1,10.1,26.1,0.593,33.3,4.9,2018-19,PHI,Joel Embiid,0.62195122,0,49,1010,0.049,64,33.7,27.5,13.6,3.7,0.7,1.9,0.484,0.3,0.804,8.7,0.194
644,17.7,5,6.5,24.2,0.631,29,5.5,2018-19,GSW,Kevin Durant,0.695121951,0,25,1010,0.025,78,34.6,26,6.4,5.9,0.7,1.1,0.521,0.353,0.885,11.5,0.204
645,18.8,5,7.1,25.8,0.606,30.3,7.2,2018-19,TOR,Kawhi Leonard,0.707317073,0,13,1010,0.013,60,34,26.6,7.3,3.3,1.8,0.4,0.496,0.371,0.854,9.5,0.224
646,20.2,5.6,6.2,21.1,0.501,30.9,5.2,2018-19,OKC,Russell Westbrook,0.597560976,0,8,1010,0.008,73,36,22.9,11.1,10.7,1.9,0.5,0.428,0.29,0.656,6.8,0.124
647,8.8,0,6.4,24.6,0.682,17.8,5.4,2018-19,UTA,Rudy Gobert,0.609756098,0,1,1010,0.001,81,31.8,15.9,12.9,2,0.8,2.3,0.669,0,0.636,14.4,0.268
648,19.9,5.9,7.6,25.6,0.588,31.6,8,2018-19,LAL,LeBron James,0.451219512,0,1,1010,0.001,55,35.2,27.4,8.5,8.3,1.3,0.6,0.51,0.339,0.665,7.2,0.179
